idVenta,idSucursal,idVehiculo,idEmpleado,idCliente,edadCliente,generoCliente,fechaVenta,totalVenta,diasRenta
85,8,22,45,b5b62836-4c2b-408e-92ee-fd769a74516a,63,Male,9/5/2023,$12935.73,49
86,5,14,28,df9b21ea-6e1d-455b-a5ba-3f36b835e321,74,Female,25/5/2023,$1447.94,77
87,3,39,30,543f7b7d-c26f-4f90-81f5-5277079ad23e,39,Female,24/3/2023,$11396.60,4
88,10,27,3,e124c1b5-f3dc-4a78-bd25-a0af2300138c,56,Male,5/9/2022,$8297.54,84
89,4,9,4,90730c21-adca-4608-b4fb-7d5c1ecce242,41,Male,13/1/2023,$5057.31,100
90,2,9,25,6dd8ffb1-9151-4bb2-a53b-d6f2f70df230,32,Male,13/3/2023,$3979.98,41
91,7,25,15,03327578-7859-413b-a02d-4ef304a08e59,64,Female,17/11/2022,$4777.34,100
92,5,7,50,2e7c0953-13fe-44f5-b828-715ffb45a776,47,Female,22/6/2022,$18018.06,60
93,3,27,5,1c988045-9492-415f-a891-fbcbe43b3c84,25,Female,25/5/2023,$14673.08,99
94,8,30,32,b5da7abb-2a30-46e2-aaf7-16664628e562,29,Male,23/8/2022,$4036.20,88
95,3,13,42,24328022-aad0-4533-b7f3-bf49235f2306,38,Female,15/11/2022,$11784.70,100
96,5,30,40,3239b753-388b-4cec-89a5-0e069fa123e3,42,Male,22/7/2022,$12273.16,34
97,8,17,15,c61c3bb2-60f5-4a09-9dde-60a920254b54,42,Female,13/10/2022,$18885.65,56
98,3,37,43,393b6e15-f476-4913-aae9-a908b3ebc089,49,Male,6/4/2023,$10641.48,72
99,9,15,6,83589d20-7ee2-4a1a-9b66-42997d656694,56,Male,3/7/2022,$12868.09,79
100,8,21,34,44c0bf24-fb7c-4fc5-ab42-98a5245ccb48,43,Male,16/8/2022,$15849.25,77
101,5,35,12,a63117e3-25f9-49ad-b1a5-d1da6c85ba55,46,Male,10/5/2023,$7892.92,3
102,5,8,1,6a3e1083-bcfb-43be-a3cd-557c6986f396,28,Male,4/10/2022,$19466.76,75
103,1,35,39,a3b49a60-c2f3-4a62-898a-25a28375904f,75,Male,12/4/2023,$19351.89,18
104,6,36,5,c5424280-1f91-4ba7-85b9-9d07d2108918,32,Female,4/3/2023,$11211.27,42
105,3,40,49,de7bff6a-e9d9-4711-be54-b0e7000446da,21,Female,5/4/2023,$12466.84,64
106,8,30,14,cde6abe9-e8cf-473f-b19b-a8d30c0c910a,50,Female,2/10/2022,$12823.31,37
107,3,21,43,4c9f1208-4924-40a9-911c-b5f67df30f22,58,Male,1/2/2023,$1585.64,16
108,6,29,6,f6e85d12-f3e4-4c32-825f-cb24fb6d06cf,27,Female,28/9/2022,$14367.05,72
109,10,40,37,b353c982-468d-4bd8-a1ec-8773509ba2fc,64,Male,28/8/2022,$19239.52,88
110,10,25,33,3e23d03e-faab-4c44-8556-581c4ba05c4c,26,Female,14/8/2022,$5101.09,34
111,5,34,23,fd0be75a-0229-4228-be24-ed355e18018d,70,Male,24/7/2022,$4924.37,31
112,10,36,2,399f104a-a050-4635-96e3-1d2485cd3b53,51,Male,30/3/2023,$9247.41,96
113,4,39,29,04100f15-f0ba-4428-93e5-c282724eae56,74,Male,18/9/2022,$16001.62,47
114,7,31,18,f7f33a2e-4af4-45c4-924c-26fe864df114,39,Male,14/11/2022,$13494.05,3
115,8,17,50,b124182c-77b0-4985-a81d-6de359410e62,39,Male,7/8/2022,$11411.78,25
116,6,38,8,2566732a-8d2f-4b70-8379-bd84824391f7,22,Female,2/2/2023,$17805.20,57
117,2,6,46,1bf3c723-5800-44b6-86f4-323b14e968b7,27,Female,30/7/2022,$16661.29,4
118,7,5,23,d45c06b9-cfd8-4d3f-b7b5-3279d9afdade,41,Male,2/1/2023,$8145.33,42
119,5,31,22,c01a0c39-79d5-4881-8a3a-2bc60a2f2930,31,Male,13/6/2023,$18981.69,99
120,3,32,48,48e1f804-b0ee-415c-86d2-8557dab3500d,41,Male,30/11/2022,$16548.39,17
121,4,21,24,77bc48b0-f0b0-4cc3-8814-08e5856cecee,60,Male,16/9/2022,$15036.95,85
122,6,11,3,d05678b4-50ac-4422-817d-f2ce36d36bde,59,Female,8/6/2023,$4741.76,48
123,10,29,11,ef2c2a03-ddcd-4d55-8195-baa098d306df,52,Male,14/5/2023,$19686.64,57
124,5,3,50,d6e83203-c6c1-4a66-b183-4eb331c26edb,23,Female,29/8/2022,$10608.06,78
125,4,13,5,c611194e-8069-41bb-9c14-adeafeda8a3f,21,Male,1/12/2022,$5410.68,93
126,7,9,48,837dd8da-bcc1-4721-a139-fc3e2db296f6,69,Female,24/6/2022,$15921.59,89
127,9,17,48,34ad807b-199a-464f-9619-b1be03ed8a59,59,Male,14/6/2023,$9143.24,59
128,6,24,14,cb177f23-3042-46e3-8d2b-f91b60712e85,46,Male,12/11/2022,$14023.18,73
129,6,12,7,edf2a2c3-fd33-44d8-ab52-f2ea39879339,62,Male,25/6/2022,$12747.84,98
130,8,38,7,4f026901-0a25-4b5d-96a8-6bba9b374506,59,Female,5/3/2023,$14442.68,52
131,2,31,11,85dbf9cf-88b1-4296-b81a-539b789d7670,60,Male,15/6/2023,$12365.18,64
132,3,40,45,059a67db-ce0e-449a-b0b1-cc8801b79883,74,Female,22/5/2023,$3744.66,56
133,5,19,43,a4a4a922-9c48-4ada-b360-d1e772a5b31d,29,Male,23/9/2022,$3190.09,64
134,1,3,15,b6d8d7ba-12a6-48ab-9b24-4b0f4cc78b5e,45,Female,23/11/2022,$11496.94,62
135,7,17,39,71263f76-1873-4ad9-beba-ad880ac61925,60,Male,14/11/2022,$9924.68,56
136,7,7,33,1122efed-f0d4-47b5-b42d-4efa1c7afd3c,52,Female,6/6/2023,$5427.17,82
137,6,5,1,912a663c-ef98-426e-a47c-1112baa4cf43,46,Male,28/7/2022,$11814.82,12
138,6,9,32,2aae21b1-595e-4e25-a7aa-152ab1958ffb,75,Female,21/3/2023,$4969.54,87
139,9,39,18,df1741fa-9107-40fa-bbec-9e9fdfb18e82,40,Female,15/12/2022,$12426.32,31
140,3,30,31,3c4d7dd6-fc20-41ba-ac18-1971d5ec1b4a,69,Male,27/8/2022,$3331.74,43
141,7,36,49,c0bca4e7-3926-49fc-8fca-522c62846e4d,34,Female,23/5/2023,$13331.35,10
142,2,24,43,d6ddb40e-2356-4464-84bb-6b679a410975,41,Male,14/11/2022,$568.42,17
143,9,14,19,f46160b8-964a-4d4f-b41d-25a93c5ebecc,41,Female,28/4/2023,$12984.29,68
144,4,21,47,38109dd1-54e4-4d4d-85a2-c59a73bdae17,30,Female,27/10/2022,$4443.12,16
145,9,25,27,19926b55-01ba-4921-a469-a30463c1f6da,37,Male,25/11/2022,$5100.78,48
146,10,20,26,dfdbc969-bcd5-413f-b933-1e3dee2bad67,22,Female,27/5/2023,$19708.58,65
147,1,11,24,ffa97346-e35e-4402-8ac7-638fbd602e84,66,Male,1/1/2023,$2293.44,75
148,1,40,6,0b73ec17-dfc6-4769-a49c-447b0cd7f46d,32,Female,1/2/2023,$16855.56,53
149,7,35,19,3035f196-a73f-4467-8c0f-5253097c8d3b,23,Female,10/1/2023,$16164.06,38
150,2,28,4,c50aa22d-afcf-46c9-9789-4f37a359de77,66,Male,14/6/2023,$500.96,16
151,6,4,16,5793f16d-bd5c-4ddf-8014-bbd364e5aa6e,36,Male,12/4/2023,$5528.52,82
152,4,31,10,ed43ce23-6bc3-4922-9d86-0c211bb16538,74,Female,27/10/2022,$17369.06,2
153,5,27,12,dc14c6dd-3a42-44ef-81d5-8dee5a76b8d5,48,Male,17/3/2023,$8506.51,9
154,5,30,23,34618fb2-5070-489f-bceb-45075524d104,37,Female,22/2/2023,$5322.33,43
155,3,35,25,e109f61a-f2cd-4a6d-b822-489814dc2f7d,37,Female,18/12/2022,$16789.75,48
156,9,6,47,8ffe2057-e61d-4a98-8270-3961f8be3206,65,Male,5/6/2023,$12334.60,27
157,4,14,16,f6bc41ac-8638-4bff-83bd-6e1465eb5b79,34,Male,26/8/2022,$13170.97,72
158,8,27,8,f615a3f4-5d27-49bb-a0bf-5a901e74cdcd,72,Female,9/6/2023,$10085.32,36
159,9,33,48,36803ae8-fc99-49fb-bb40-d050a92ba6cf,42,Male,23/1/2023,$3348.15,76
160,5,8,32,56e97674-d881-4642-82d2-ef1de917bc76,54,Female,10/3/2023,$19896.48,80
161,3,22,21,06fd341b-e748-438f-bc3e-8b69569db8d0,64,Male,6/10/2022,$14783.34,76
162,3,27,29,e94c2899-8e64-4586-8697-1c7898cf170f,65,Male,19/7/2022,$1996.08,4
163,9,14,15,7ac14010-111e-4182-bd12-b63fb1aab614,59,Female,30/7/2022,$1963.19,99
164,9,5,18,4963a552-8ea6-4adf-b85a-0a553d23b21f,24,Female,22/11/2022,$15472.64,49
165,7,31,41,6fb42e9d-96c0-4317-b41c-bc20e86f8d2e,51,Male,6/3/2023,$16126.33,87
166,2,5,50,6fe1ed10-6108-4ba2-88ba-51f86197b97f,24,Female,21/7/2022,$5681.03,61
167,10,30,3,932c1ac4-842c-41f8-889f-f8b2090b5c15,45,Male,14/3/2023,$4036.31,99
168,8,1,3,ef6a69a2-bffd-4c27-b3bb-0ee3eb18488b,58,Female,10/11/2022,$2888.41,97
169,6,8,46,3f006ac3-a40d-4de8-9579-6440e3c7318d,24,Male,29/1/2023,$10609.23,93
170,4,22,5,7ac60fa9-35b8-4e8e-b978-f41653c0b5fd,71,Female,19/12/2022,$3121.68,65
171,9,30,28,f48cccfb-9b59-467f-ae17-b58a8d6987d0,56,Male,1/4/2023,$6232.13,1
172,6,9,19,8f3533a8-5d81-40c2-adfc-45b9f46a5853,58,Female,5/7/2022,$10845.64,37
173,3,36,48,29e39c92-7c72-4a34-b13c-89d171f1e709,57,Female,26/7/2022,$18026.73,52
174,9,16,39,a9abae65-79de-4949-91a8-a08efb63bb4e,65,Male,22/2/2023,$13964.69,4
175,6,2,46,ac30b684-b10d-4ffb-9cfc-1577b1166533,36,Female,14/8/2022,$17262.95,80
176,2,34,19,850ca13b-0771-4b45-8d6b-60b06d026053,55,Male,13/6/2023,$16904.73,89
177,8,15,24,42c1ea9e-4450-4469-a14e-ad16036be0b6,46,Female,12/3/2023,$11138.55,93
178,5,12,32,b15c8320-9667-424e-9f1d-6609203c13de,26,Male,20/7/2022,$749.55,85
179,8,19,14,f2c72b2b-1a75-4cdb-a3f1-08cf51333a2b,25,Female,11/1/2023,$14285.12,100
180,5,19,42,acb7ce42-8d19-4d1b-b4d8-ff9fe3fa75f1,51,Male,11/3/2023,$9400.17,47
181,10,26,13,b2099ffb-58ad-4c8a-a974-ebd903d018c7,41,Female,6/10/2022,$5157.77,59
182,1,6,11,5b762487-257a-4cb9-bfad-3bbd38aaca30,34,Male,31/7/2022,$10362.85,95
183,7,25,44,d6c989b8-4deb-4d41-811c-c7ea6899e821,39,Female,28/8/2022,$4214.92,93
184,2,3,25,6c208c0b-f2eb-4466-8cd7-edf2727a6140,67,Male,1/11/2022,$16268.42,63
185,10,28,36,1bdd3a0a-fa5b-4448-b4de-00a93aa2a6b1,73,Female,7/3/2023,$5543.96,13
186,9,35,1,f8dc00f9-51eb-4818-bf39-624a35054784,50,Female,10/6/2023,$6258.41,81
187,4,40,44,339558f4-e51d-4076-9001-1c3d4871c298,57,Female,30/4/2023,$6819.29,97
188,6,16,46,c13d73bd-75d4-4103-a773-4467c0e59cc0,69,Female,18/1/2023,$1197.03,70
189,6,19,39,bf46dd2c-6ac6-4707-b31b-e7c8c9b9735a,38,Male,25/5/2023,$5180.71,69
190,8,4,17,15de8bc7-d06b-46c1-a1af-e3da175d8d08,67,Male,2/6/2023,$9778.78,41
191,2,28,13,658bbd88-a4e8-48de-9286-36a26e184967,70,Female,9/11/2022,$6364.18,71
192,3,17,21,dab77bd5-e865-4690-bec7-2a6868440b88,71,Female,18/6/2022,$18527.65,82
193,9,38,38,9f33764d-b532-4aa9-93fa-a95e37f811f3,54,Male,2/6/2023,$7886.24,100
194,4,16,28,a48f5d57-a45c-4ba8-a08a-d3d18531d4b3,46,Male,11/10/2022,$9537.19,48
195,2,18,25,0b237893-59d7-46b4-abd2-36016c9118bf,56,Male,18/4/2023,$9031.06,26
196,3,17,17,a647a07a-0cd6-438d-a051-b12d04d5811f,24,Male,21/6/2022,$9411.38,11
197,3,17,40,f5ed5198-1d0c-4901-9968-1671276ab27b,30,Female,8/3/2023,$6945.90,13
198,4,1,41,307c2e7f-b73c-482e-ba29-207442fa1878,31,Male,3/9/2022,$19857.10,33
199,5,16,2,cb8801db-a88f-448e-88fe-e04d4d3fb117,60,Female,16/8/2022,$3810.05,98
200,10,1,9,37eaaba9-c089-4aea-9087-a556b1daed93,39,Female,22/11/2022,$11200.33,59
201,9,15,3,68e2d6f4-cc2c-443e-b2ed-97947597e62f,60,Male,27/3/2023,$4541.15,60
202,4,13,4,f1a30ac9-5990-4878-80db-7762ef30c109,65,Female,7/8/2022,$16967.21,11
203,6,12,41,500f3e8b-2e71-4481-8306-0c1ac057fe15,33,Male,16/8/2022,$3766.85,9
204,4,13,41,9856d00c-4d4a-4359-af38-ac0c99171f24,72,Female,9/12/2022,$4074.97,97
205,4,33,36,bd5d5448-7000-457b-b105-a78685e91666,66,Female,2/1/2023,$15470.46,75
206,6,18,22,93502234-8869-4fe1-b103-63afc455442e,53,Male,22/4/2023,$1638.75,73
207,10,24,11,7b43b57e-809f-4bb5-a284-35bc3b92958d,32,Female,19/4/2023,$6441.52,44
208,6,36,20,d3082455-4d5c-414b-9321-40cdba275e0d,71,Female,21/5/2023,$6820.59,98
209,1,28,16,31d0b65c-4402-46f2-a825-7d7833d2b350,24,Female,13/4/2023,$2712.72,9
210,4,11,20,33e1c72b-ac02-475c-b18b-208ca0718d32,23,Female,29/12/2022,$1105.62,57
211,10,22,10,2c9419b4-a2fd-4858-9f20-ec0ad79c3371,46,Male,6/4/2023,$11668.76,84
212,7,20,41,cbd348fc-e4ab-4d03-892a-ff0f9ed9ba05,26,Female,26/11/2022,$5483.51,3
213,9,25,19,cbd2adb9-09ea-4853-bab0-f1c926218739,67,Female,27/11/2022,$12624.85,83
214,10,21,44,961fb0de-4075-4249-a631-5a4cf0de1447,36,Female,10/1/2023,$16890.66,15
215,8,25,8,778687cd-dc20-420e-a03e-ad303dfe31a7,26,Male,29/1/2023,$18317.63,67
216,5,39,16,bbac350a-3af5-479a-af0b-0c22928583d8,56,Male,4/12/2022,$13391.64,24
217,2,11,10,a1605d2f-7be2-4ffd-82da-dcd9801359e7,26,Female,19/3/2023,$1514.25,35
218,5,40,12,9a96cc7e-bd9c-4eb1-bd70-b3e4ad93ac76,35,Female,11/12/2022,$15680.52,35
219,1,18,25,23128c0d-8cce-4791-90b3-32716230f5e4,32,Male,23/4/2023,$3427.40,85
220,1,27,26,f0fcf0f9-e5a6-4fc6-95e5-6431ffbeedb3,66,Male,10/11/2022,$7752.00,87
221,8,40,1,e614fe87-6cb4-4417-bd68-5b7a541f5178,47,Female,23/1/2023,$2712.50,79
222,8,16,15,3e0cb3a6-251c-418f-b7a5-8af0b7decbc3,72,Male,21/12/2022,$8022.16,98
223,4,24,1,d6f2606e-bd93-4d14-acf4-1da05100b726,33,Male,8/5/2023,$2698.86,97
224,5,9,35,cbeda20f-a9ad-4f72-a221-cdc7bc5daead,52,Male,5/5/2023,$10889.17,97
225,7,24,17,12ee33a1-0ad0-48f3-9073-939e2eaef248,49,Male,27/6/2022,$9206.37,36
226,10,26,16,3bc16c15-6622-44cd-b594-e1300eadc357,73,Female,29/5/2023,$14652.57,65
227,10,7,31,ce7e339b-ef41-4fe0-b626-a00cd669aa51,55,Male,24/5/2023,$2137.72,61
228,5,12,7,c5196e3a-0dc1-4d15-95e3-4050c13ba72c,74,Male,16/3/2023,$9441.40,52
229,10,35,33,0f08acc9-a6b3-4caf-bc12-1c219469c941,75,Male,7/7/2022,$12136.75,7
230,2,25,41,0df08d22-1034-4369-9014-e3c652a49da2,72,Female,24/8/2022,$3352.76,27
231,3,39,40,7d4eb832-c660-4690-be6a-7b19178e853b,37,Female,12/1/2023,$9620.00,78
232,8,23,9,f2258fda-84bd-4405-8c25-6ce7cf9813b5,31,Male,11/9/2022,$16532.40,38
233,2,32,14,5e31e56e-bd43-4963-b092-ea6274e510b2,73,Male,4/12/2022,$8509.79,67
234,9,38,40,641dd5e0-2a7f-45e2-a119-5bc317c03e30,22,Female,2/3/2023,$16713.04,97
235,7,17,43,7e8eb843-fa65-4fbd-b292-a93372eb7af2,29,Female,20/8/2022,$721.02,64
236,4,8,36,e77811ac-8087-49d5-b4ec-be8cb511fd89,75,Male,26/4/2023,$5013.53,14
237,2,21,45,a6112b12-3955-4e9f-8f74-f805bb619e03,60,Male,16/5/2023,$6035.80,94
238,8,33,35,70cf54e1-98cf-4165-9919-2cc94228c2c5,23,Male,20/7/2022,$9661.90,83
239,2,18,26,6d98f925-9140-47ff-b7b7-8896fa0dd3d1,55,Male,24/12/2022,$3130.00,74
240,1,21,39,4fe7592b-de34-4b52-a059-e402c45d25c4,74,Female,21/12/2022,$15091.92,11
241,9,30,31,6f8b4ba9-79e7-416c-96e2-050c9fdaf28f,35,Male,26/9/2022,$13616.35,53
242,6,30,11,7f657982-b4d3-4726-8177-c170be13411b,52,Male,27/9/2022,$9240.18,99
243,1,15,6,ddb90b68-0803-48ce-9962-5e2ff8fc358c,38,Male,13/9/2022,$7207.15,10
244,2,21,5,afe0a1e0-a3fc-496e-a7cd-0466ca34ffdc,49,Female,15/1/2023,$12504.82,62
245,1,33,28,1392110e-9068-4613-b232-25639ab82c57,32,Female,8/6/2023,$1781.88,71
246,8,24,46,3c90c75f-9a2d-476d-8ab1-56507b4aa1d5,28,Female,27/8/2022,$15410.13,23
247,7,14,13,99a834e5-8981-4b0b-af0b-9aa3eef64069,64,Female,28/12/2022,$11813.65,49
248,10,21,9,13d1b649-f1b7-440c-84f1-9788be734990,49,Female,8/3/2023,$12987.46,54
249,6,36,29,b0e25845-591b-44d0-831e-88080d68f595,32,Female,2/2/2023,$9605.73,4
250,4,9,11,4a7d5b75-5e6a-496c-bbba-10da7711f11c,74,Female,10/1/2023,$14101.33,23
251,9,33,19,5b27effe-2226-4c2b-8a1e-b44758c184eb,54,Female,29/11/2022,$7057.87,94
252,6,34,11,fd664ccb-2ed9-4099-b67b-90b94e5e7572,45,Male,26/1/2023,$19698.86,35
